annomese;regione;energia_tot;potenza_imp;tariffa;residenza;somma_pod
202510;Emilia-Romagna;453848,13;266,0;MTA2;N;9
202510;Emilia-Romagna;75867,105;267,0;MTA2;N/A;2
202510;Emilia-Romagna;79469,135;268,0;MTA2;N;2
202510;Emilia-Romagna;723492,169;270,0;MTA2;N;18
202510;Emilia-Romagna;75878,246;274,0;MTA2;N/A;2
202510;Emilia-Romagna;156564,494;279,0;MTA2;N;2
202510;Emilia-Romagna;80537,913;282,0;MTA2;N/A;3
202510;Emilia-Romagna;50404,728;284,0;BTA6;N;1
202510;Emilia-Romagna;300944,323;294,0;MTA2;N/A;10
202510;Emilia-Romagna;104258,732;296,0;MTA2;N/A;2
202510;Emilia-Romagna;257196,81;298,0;MTA2;N;7
202510;Emilia-Romagna;5861799,589;300,0;MTA2;N;180
202510;Emilia-Romagna;280125,351;301,0;MTA2;N;8
202510;Emilia-Romagna;134905,939;307,0;MTA2;N/A;4
202510;Emilia-Romagna;82994,285;308,0;MTA2;N/A;5
202510;Emilia-Romagna;80111,592;310,0;BTA6;N/A;1
202510;Emilia-Romagna;1519777,692;313,0;MTA2;N;39
202510;Emilia-Romagna;403765,151;317,0;MTA2;N;5
202510;Emilia-Romagna;1216063,183;320,0;MTA2;N;32
202510;Emilia-Romagna;326830,48;322,0;MTA2;N;9
202510;Emilia-Romagna;10190,07;324,0;BTA6;N;1
202510;Emilia-Romagna;118580,088;336,0;MTA2;N/A;2
202510;Emilia-Romagna;179765,969;339,0;MTA2;N;2
202510;Emilia-Romagna;288690,645;344,0;MTA2;N;6
202510;Emilia-Romagna;3703229,501;350,0;MTA2;N;99
202510;Emilia-Romagna;103513,187;353,0;MTA2;N;3
202510;Emilia-Romagna;100425,679;355,0;MTA2;N;3
202510;Emilia-Romagna;50631,443;363,0;MTA2;N/A;1
202510;Emilia-Romagna;26339,94;363,9;BTA6;N;1
202510;Emilia-Romagna;278613,963;370,0;MTA2;N;5
202510;Emilia-Romagna;174957,87;376,0;MTA2;N/A;2
202510;Emilia-Romagna;448333,844;378,0;MTA2;N/A;6
202510;Emilia-Romagna;249854,354;380,0;MTA2;N;3
202510;Emilia-Romagna;132795,513;381,0;MTA2;N;3
202510;Emilia-Romagna;308096,292;383,0;MTA2;N;4
202510;Emilia-Romagna;314503,548;388,0;MTA2;N;6
202510;Emilia-Romagna;162376,416;390,0;RIU;N/A;1
202510;Emilia-Romagna;196302,144;394,0;MTA2;N;4
202510;Emilia-Romagna;37190,762;395,0;MTA2;N;3
202510;Emilia-Romagna;139069,952;396,0;MTA2;N;3
202510;Emilia-Romagna;269622,877;408,0;MTA2;N;5
202510;Emilia-Romagna;117602,963;409,0;MTA2;N;2
202510;Emilia-Romagna;71994,184;409,0;MTA2;N/A;3
202510;Emilia-Romagna;401023,301;425,0;MTA2;N;8
202510;Emilia-Romagna;32758,642;428,0;MTA2;N;1
202510;Emilia-Romagna;64177,867;432,0;MTA2;N;1
202510;Emilia-Romagna;224053,814;446,0;MTA2;N;2
202510;Emilia-Romagna;2491752,119;450,0;MTA2;N;48
202510;Emilia-Romagna;4155,283;450,0;RIU;N/A;1
202510;Emilia-Romagna;156059,792;451,0;MTA2;N;3
202510;Emilia-Romagna;37864,527;451,0;MTA2;N/A;1
202510;Emilia-Romagna;243241,856;453,0;MTA2;N;3
202510;Emilia-Romagna;228048,242;454,0;MTA2;N;3
202510;Emilia-Romagna;103884,66;457,0;MTA2;N;3
202510;Emilia-Romagna;127358,813;458,0;MTA2;N;3
202510;Emilia-Romagna;200735,35;461,0;MTA2;N;2
202510;Emilia-Romagna;348138,351;474,0;MTA2;N;2
202510;Emilia-Romagna;122099,309;481,0;MTA2;N;1
202510;Emilia-Romagna;5932,451;482,0;MTA2;N;1
202510;Emilia-Romagna;67307,921;496,0;MTA2;N;1
202510;Emilia-Romagna;2724,097;499,0;MTA2;N;1
202510;Emilia-Romagna;461448,253;502,0;MTA3;N;6
202510;Emilia-Romagna;66893,028;508,0;MTA3;N;2
202510;Emilia-Romagna;161638,828;509,0;MTA3;N/A;1
202510;Emilia-Romagna;153283,171;526,0;MTA3;N;2
202510;Emilia-Romagna;56166,757;535,0;MTA3;N;1
202510;Emilia-Romagna;466252,464;537,0;MTA3;N;5
202510;Emilia-Romagna;223655,114;553,0;MTA3;N;2
202510;Emilia-Romagna;286216,621;554,0;MTA3;N;2
202510;Emilia-Romagna;41295,586;555,0;MTA3;N/A;1
202510;Emilia-Romagna;161988,706;560,0;MTA3;N/A;7
202510;Emilia-Romagna;199373,834;561,0;MTA3;N/A;2
202510;Emilia-Romagna;10250,015;575,0;MTA3;N/A;2
202510;Emilia-Romagna;69046,089;577,0;MTA3;N/A;2
202510;Emilia-Romagna;124745,253;578,0;MTA3;N/A;1
202510;Emilia-Romagna;202263,233;581,0;MTA3;N;1
202510;Emilia-Romagna;145495,424;589,0;MTA3;N;1
202510;Emilia-Romagna;1729,697;604,0;MTA3;N/A;1
202510;Emilia-Romagna;110358,269;607,0;MTA3;N;2
202510;Emilia-Romagna;65070,455;611,0;MTA3;N/A;1
202510;Emilia-Romagna;11232,765;616,0;MTA3;N/A;1
202510;Emilia-Romagna;76421,948;629,0;MTA3;N;1
202510;Emilia-Romagna;472131,3;640,0;MTA3;N;5
202510;Emilia-Romagna;226183,486;653,0;MTA3;N;1
202510;Emilia-Romagna;369581,176;656,25;MTA3;N;2
202510;Emilia-Romagna;768010,62;657,0;MTA3;N;6
202510;Emilia-Romagna;200789,243;667,0;MTA3;N;1
202510;Emilia-Romagna;135284,074;673,0;MTA3;N;1
202510;Emilia-Romagna;213993,196;675,0;MTA3;N;2
202510;Emilia-Romagna;186233,996;679,0;MTA3;N;1
202510;Emilia-Romagna;3191,217;701,0;MTA3;N;1
202510;Emilia-Romagna;282866,633;716,0;MTA3;N;2
202510;Emilia-Romagna;61485,275;716,0;MTA3;N/A;1
202510;Emilia-Romagna;186753,306;720,0;RIU;N/A;1
202510;Emilia-Romagna;101420,104;722,0;MTA3;N;1
202510;Emilia-Romagna;89443,202;726,0;MTA3;N;1
202510;Emilia-Romagna;367964,577;728,0;MTA3;N;2
202510;Emilia-Romagna;537585,5;744,0;MTA3;N;2
202510;Emilia-Romagna;1220998,288;750,0;MTA3;N/A;11
202510;Emilia-Romagna;5636,34;764,0;MTA3;N/A;1
202510;Emilia-Romagna;135273,996;771,0;MTA3;N/A;1
202510;Emilia-Romagna;647524,801;820,0;MTA3;N;3
202510;Emilia-Romagna;782082,476;823,0;MTA3;N;2
202510;Emilia-Romagna;183074,006;826,0;MTA3;N;1
202510;Emilia-Romagna;1188,178;826,0;MTA3;N/A;1
202510;Emilia-Romagna;208749,042;852,0;MTA3;N;1
202510;Emilia-Romagna;65588,058;854,0;MTA3;N/A;2
202510;Emilia-Romagna;730090,395;856,0;MTA3;N;2
202510;Emilia-Romagna;616647,853;875,0;MTA3;N/A;5
202510;Emilia-Romagna;129609,249;887,0;MTA3;N;1
202510;Emilia-Romagna;173929,406;976,0;MTA3;N;2
202510;Emilia-Romagna;955,219;988,0;MTA3;N;1
202510;Emilia-Romagna;377687,699;1008,0;MTA3;N;1
202510;Emilia-Romagna;234033,88;1046,0;MTA3;N/A;1
202510;Emilia-Romagna;1044500,504;1050,0;MTA3;N;6
202510;Emilia-Romagna;21834,104;1057,0;MTA3;N;1
202510;Emilia-Romagna;47251,825;1057,0;MTA3;N/A;1
202510;Emilia-Romagna;410127,312;1103,0;MTA3;N;1
202510;Emilia-Romagna;446177,147;1104,0;MTA3;N;1
202510;Emilia-Romagna;361115,01;1120,0;MTA3;N;2
202510;Emilia-Romagna;416138,612;1140,0;MTA3;N;1
202510;Emilia-Romagna;307303,179;1156,0;MTA3;N;2
202510;Emilia-Romagna;36802,433;1167,0;MTA3;N/A;1
202510;Emilia-Romagna;651584,355;1188,0;MTA3;N;4
202510;Emilia-Romagna;3828924,503;1200,0;MTA3;N;23
202510;Emilia-Romagna;345900,574;1271,0;MTA3;N;1
202510;Emilia-Romagna;775702,882;1276,0;MTA3;N;2
202510;Emilia-Romagna;1295,424;1328,0;MTA3;N;1
202510;Emilia-Romagna;238952,087;1336,0;MTA3;N/A;1
202510;Emilia-Romagna;17493,674;1344,0;MTA3;N;1
202510;Emilia-Romagna;1344382,076;1400,0;MTA3;N;7
202510;Emilia-Romagna;187056,452;1450,0;MTA3;N;1
202510;Emilia-Romagna;475164,916;1534,0;MTA3;N;1
202510;Emilia-Romagna;174809,932;1535,0;MTA3;N;1
202510;Emilia-Romagna;4789,175;1537,0;MTA3;N;1
202510;Emilia-Romagna;110743,547;1544,0;MTA3;N;1
202510;Emilia-Romagna;135201,093;1650,0;MTA3;N;1
202510;Emilia-Romagna;3700,365;1663,0;MTA3;N;1
202510;Emilia-Romagna;183444,134;1669,0;MTA3;N/A;1
202510;Emilia-Romagna;936421,243;1700,0;RIU;N/A;1
202510;Emilia-Romagna;992607,023;1757,0;MTA3;N;1
202510;Emilia-Romagna;726580,174;1804,0;MTA3;N;2
202510;Emilia-Romagna;670082,966;1836,0;MTA3;N;1
202510;Emilia-Romagna;625191,534;1917,0;MTA3;N;1
202510;Emilia-Romagna;795118,172;1951,0;MTA3;N;1
202510;Emilia-Romagna;1198114,036;2107,0;MTA3;N;1
202510;Emilia-Romagna;414516,218;2108,0;MTA3;N;1
202510;Emilia-Romagna;642007,943;2304,0;MTA3;N;1
202510;Emilia-Romagna;687893,455;2347,0;MTA3;N;1
202510;Emilia-Romagna;1120664,4;2390,0;MTA3;N/A;1
202510;Emilia-Romagna;388101,516;2400,0;MTA3;N/A;1
202510;Emilia-Romagna;436294,098;2437,0;MTA3;N/A;1
202510;Emilia-Romagna;2927359,311;2500,0;MTA3;N/A;9
202510;Emilia-Romagna;560120,599;2525,0;MTA3;N/A;1
202510;Emilia-Romagna;1442874,22;2600,0;MTA3;N;2
202510;Emilia-Romagna;637311,24;2706,0;MTA3;N;1
202510;Emilia-Romagna;306847,275;2772,0;MTA3;N;1
202510;Emilia-Romagna;217544,04;2940,0;MTA3;N/A;1
202510;Emilia-Romagna;486325,827;3006,0;MTA3;N;1
202510;Emilia-Romagna;1758503,818;3330,0;MTA3;N;2
202510;Emilia-Romagna;169874,919;3700,0;MTA3;N;1
202510;Emilia-Romagna;880691,795;3900,0;MTA3;N;1
202510;Emilia-Romagna;0,0;4625,0;MTA3;N/A;1
202510;Emilia-Romagna;6646747,48;5000,0;MTA3;N/A;8
202510;Emilia-Romagna;5315043,165;5500,0;MTA3;N;3
202510;Emilia-Romagna;772020,358;6100,0;MTA3;N;1
202510;Emilia-Romagna;4174758,932;6500,0;MTA3;N/A;3
202510;Emilia-Romagna;1236063,353;6912,0;MTA3;N;1
202510;Emilia-Romagna;114099,834;7200,0;MTA3;N;1
202510;Emilia-Romagna;171967,069;7200,0;MTA3;N/A;2
202510;Emilia-Romagna;629074,898;10000,0;MTA3;N;2
202510;Emilia-Romagna;6217025,245;13300,0;RIU;N/A;1
202510;Emilia-Romagna;8322036,798;18750,0;ALTA;N/A;1
202510;Emilia-Romagna;2691218,028;58656,0;ALTA;N/A;1
202510;Emilia-Romagna;47260,398;0,5;BTIP;N;607
202510;Emilia-Romagna;3595,02;0,6;BTIP;N/A;79
202510;Emilia-Romagna;4452,187;0,9;BTIP;N;16
202510;Emilia-Romagna;412968,141;1,0;BTA1;N;13034
202510;Emilia-Romagna;40,641;1,0;N/A;N;2
202510;Emilia-Romagna;14926,795;1,0;TD;N;916
202510;Emilia-Romagna;0,0;1,364;BTIP;N;1
202510;Emilia-Romagna;1230052,333;1,5;BTA1;N/A;25244
202510;Emilia-Romagna;130489,571;1,5;TD;Y;3095
202510;Emilia-Romagna;19899,041;1,7;BTIP;N/A;202
202510;Emilia-Romagna;5361,607;1,8;BTIP;N;12
202510;Emilia-Romagna;78428,789;2,0;BTIP;N;241
202510;Emilia-Romagna;1745,438;2,0;MTA1;N;2
202510;Emilia-Romagna;4,371;2,4;TD;N;1
202510;Emilia-Romagna;6043,077;2,7;BTIP;N;12
202510;Emilia-Romagna;213,419;2,8;BTA2;N;2
202510;Emilia-Romagna;6787,36;2,9;BTA2;N;62
202510;Emilia-Romagna;236,686;3,2;BTA3;N;1
202510;Emilia-Romagna;8604,344;3,3;BTA3;N;41
202510;Emilia-Romagna;157,332;3,4;BTA3;N/A;1
202510;Emilia-Romagna;30803,781;3,5;BTIP;N/A;61
202510;Emilia-Romagna;313251,982;3,5;TD;Y;1600
202510;Emilia-Romagna;2287,759;3,9;BTA3;N;21
202510;Emilia-Romagna;970,194;3,9;BTA3;N/A;8
202510;Emilia-Romagna;2188,712;4,0;MTA1;N;5
202510;Emilia-Romagna;4907,915;4,0;TD;N/A;28
202510;Emilia-Romagna;2699,175;4,1;BTIP;N/A;3
202510;Emilia-Romagna;604,615;4,3;BTA3;N;4
202510;Emilia-Romagna;529,548;4,5;BT3E;N/A;1
202510;Emilia-Romagna;2562883,23;4,5;BTA3;N;11109
202510;Emilia-Romagna;222,996;4,5;BTA3;Y;1
202510;Emilia-Romagna;93,595;4,7;BTA3;N;1
202510;Emilia-Romagna;292,826;4,7;TD;Y;2
202510;Emilia-Romagna;294054,38;5,0;BTA3;N/A;1239
202510;Emilia-Romagna;4379,948;5,0;MTA1;N;5
202510;Emilia-Romagna;38035,361;5,5;TD;N;209
202510;Emilia-Romagna;648,193;5,5;TD;N/A;2
202510;Emilia-Romagna;749,659;5,9;BTA3;N/A;6
202510;Emilia-Romagna;395,475;6,0;N/A;Y;2
202510;Emilia-Romagna;2766,33;6,5;BTIP;N;1
202510;Emilia-Romagna;45703,857;6,6;BTIP;N;52
202510;Emilia-Romagna;79688,299;7,0;BTIP;N;61
202510;Emilia-Romagna;683,7;7,5;BTA4;N;4
202510;Emilia-Romagna;4617,607;7,7;BTIP;N/A;5
202510;Emilia-Romagna;366901,16;8,0;BTA4;N/A;688
202510;Emilia-Romagna;338315,575;8,0;TD;Y;819
202510;Emilia-Romagna;6572,051;8,4;BTIP;N;3
202510;Emilia-Romagna;4288,69;8,8;BTIP;N;4
202510;Emilia-Romagna;348946,123;9,0;BTA4;N;893
202510;Emilia-Romagna;272673,252;9,0;BTA4;N/A;529
202510;Emilia-Romagna;55656,86;9,0;TD;N;142
202510;Emilia-Romagna;251537,47;9,0;TD;Y;551
202510;Emilia-Romagna;1868,136;10,0;BTA6;N;2
202510;Emilia-Romagna;112,203;10,0;BTVE;N;1
202510;Emilia-Romagna;183,722;10,8;BTA5;N/A;1
202510;Emilia-Romagna;1169,026;10,9;BTA5;N/A;2
202510;Emilia-Romagna;1996,283;11,0;TD;N;10
202510;Emilia-Romagna;2895,978;11,2;BTIP;N/A;1
202510;Emilia-Romagna;482,959;11,8;BTA5;N;1
202510;Emilia-Romagna;480,709;12,7;BTA5;N;1
202510;Emilia-Romagna;13093,047;13,0;BTA5;N/A;19
202510;Emilia-Romagna;79635,369;13,0;BTIP;N;47
202510;Emilia-Romagna;26350,819;14,3;BTIP;N/A;10
202510;Emilia-Romagna;30295,709;16,0;BTIP;N;12
202510;Emilia-Romagna;54715,787;16,0;BTIP;N/A;22
202510;Emilia-Romagna;3336,511;16,9;BTIP;N/A;1
202510;Emilia-Romagna;4194950,338;17,0;BTA6;N;6910
202510;Emilia-Romagna;1716,585;17,5;BTIP;N/A;1
202510;Emilia-Romagna;1290,974;18,7;BTA6;N/A;4
202510;Emilia-Romagna;9659,296;19,2;BTIP;N;3
202510;Emilia-Romagna;7884,8;19,7;BTIP;N/A;1
202510;Emilia-Romagna;24,728;19,8;BTA6;N/A;3
202510;Emilia-Romagna;2489,759;21,4;BTA6;N/A;1
202510;Emilia-Romagna;34568,2;22,0;TD;N;40
202510;Emilia-Romagna;1559,573;22,5;BTA6;N;1
202510;Emilia-Romagna;7633,436;22,5;BTIP;N/A;4
202510;Emilia-Romagna;239,86;23,0;RIU;N/A;1
202510;Emilia-Romagna;2221,325;23,3;BTA6;N;1
202510;Emilia-Romagna;8192,247;24,2;BTA6;N/A;7
202510;Emilia-Romagna;1033,17;24,2;TD;N;1
202510;Emilia-Romagna;2679,28;25,0;BTVE;N;1
202510;Emilia-Romagna;225641,653;25,0;TD;Y;167
202510;Emilia-Romagna;4114,153;25,3;BTA6;N/A;3
202510;Emilia-Romagna;3212,759;27,2;BTA6;N/A;2
202510;Emilia-Romagna;1502,14;27,3;BTA6;N/A;1
202510;Emilia-Romagna;28561,743;27,5;MTA1;N;1
202510;Emilia-Romagna;0,0;27,8;BTA6;N;1
202510;Emilia-Romagna;404194,806;28,0;BTA6;N/A;165
202510;Emilia-Romagna;714,132;28,1;BTA6;N/A;1
202510;Emilia-Romagna;1056,962;28,182;BTA6;N/A;1
202510;Emilia-Romagna;19630,988;30,0;MTA1;N/A;18
202510;Emilia-Romagna;195357,126;30,0;TD;N;142
202510;Emilia-Romagna;591,218;31,9;BTA6;N;1
202510;Emilia-Romagna;403982,221;32,0;BTA6;N/A;176
202510;Emilia-Romagna;5889,531;32,0;TD;Y;5
202510;Emilia-Romagna;2468,868;32,2;BTA6;N/A;1
202510;Emilia-Romagna;8490,213;32,5;BTA6;N;1
202510;Emilia-Romagna;1723,892;32,5;BTIP;N/A;1
202510;Emilia-Romagna;42896,593;33,0;BTIP;N/A;11
202510;Emilia-Romagna;1865,545;33,6;BTIP;N/A;1
202510;Emilia-Romagna;1926,867;33,7;BTA6;N/A;1
202510;Emilia-Romagna;2158,53;35,4;BTA6;N;1
202510;Emilia-Romagna;4751,12;36,0;TD;N;2
202510;Emilia-Romagna;2457,785;37,2;BTIP;N;1
202510;Emilia-Romagna;826,21;37,5;TD;Y;1
202510;Emilia-Romagna;35729,871;38,0;BTIP;N/A;9
202510;Emilia-Romagna;1165,78;38,4;BTA6;N/A;1
202510;Emilia-Romagna;4737754,231;40,0;BTA6;N/A;1497
202510;Emilia-Romagna;3,328;41,7;BTA6;N;1
202510;Emilia-Romagna;1581,607;42,9;BTA6;N/A;1
202510;Emilia-Romagna;2853,624;43,0;MTA1;N;2
202510;Emilia-Romagna;3416,666;43,8;BTIP;N;1
202510;Emilia-Romagna;15436,146;43,8;BTIP;N/A;1
202510;Emilia-Romagna;626305,179;44,0;BTA6;N;160
202510;Emilia-Romagna;7154,135;45,0;MTA1;N;6
202510;Emilia-Romagna;5136,216;45,0;RIU;N/A;1
202510;Emilia-Romagna;315091,67;46,0;BTA6;N;74
202510;Emilia-Romagna;237385,807;46,0;BTA6;N/A;57
202510;Emilia-Romagna;17821,156;46,0;BTIP;N/A;4
202510;Emilia-Romagna;3125,293;46,0;MTA1;N;1
202510;Emilia-Romagna;4396,673;46,4;BTA6;N;1
202510;Emilia-Romagna;38,414;47,0;MTA1;N;1
202510;Emilia-Romagna;1019,7;47,0;TD;N;1
202510;Emilia-Romagna;48521,559;48,0;MTA1;N;10
202510;Emilia-Romagna;429751,991;51,0;BTA6;N;78
202510;Emilia-Romagna;4843,933;52,4;BTA6;N;1
202510;Emilia-Romagna;1815603,896;53,0;BTA6;N/A;501
202510;Emilia-Romagna;3698,75;53,0;TD;Y;2
202510;Emilia-Romagna;36838,188;55,0;MTA1;N;5
202510;Emilia-Romagna;23083,693;55,5;MTA1;N;1
202510;Emilia-Romagna;1003,965;57,0;MTA1;N;2
202510;Emilia-Romagna;3886,218;57,75;BTA6;N;1
202510;Emilia-Romagna;448963,3;58,0;BTA6;N;73
202510;Emilia-Romagna;4685,973;58,0;BTIP;N;1
202510;Emilia-Romagna;69,933;58,0;BTVE;N/A;1
202510;Emilia-Romagna;8203,561;59,0;TD;N;3
202510;Emilia-Romagna;3532,155;59,5;BTA6;N;1
202510;Emilia-Romagna;1848,413;59,9;BTA6;N;1
202510;Emilia-Romagna;5493993,415;60,0;BTA6;N/A;1155
202510;Emilia-Romagna;150,094;60,55;BTA6;N/A;1
202510;Emilia-Romagna;467628,1;61,0;BTA6;N;70
202510;Emilia-Romagna;1075,58;61,1;BTA6;N/A;1
202510;Emilia-Romagna;276466,829;67,5;BTA6;N;55
202510;Emilia-Romagna;2919,03;67,5;MTA1;N;1
202510;Emilia-Romagna;15150,581;68,0;MTA1;N/A;2
202510;Emilia-Romagna;18014,167;68,75;BTA6;N/A;4
202510;Emilia-Romagna;7642,333;69,2;BTA6;N;1
202510;Emilia-Romagna;10422,693;69,4;BTA6;N/A;1
202510;Emilia-Romagna;25562,123;70,0;MTA1;N/A;4
202510;Emilia-Romagna;20733,073;72,0;MTA1;N/A;2
202510;Emilia-Romagna;0,193;72,1;BTA6;N;1
202510;Emilia-Romagna;3048,43;72,7;BTA6;N/A;1
202510;Emilia-Romagna;360643,677;73,0;BTA6;N;48
202510;Emilia-Romagna;307,285;73,3;BTA6;N/A;1
202510;Emilia-Romagna;5511,536;74,0;MTA1;N/A;1
202510;Emilia-Romagna;4722,569;75,0;TD;Y;2
202510;Emilia-Romagna;6504,933;77,0;TD;Y;1
202510;Emilia-Romagna;615,753;77,3;BTA6;N;1
202510;Emilia-Romagna;7025,646;78,6;BTA6;N;2
202510;Emilia-Romagna;5,363;80,6;BTA6;N/A;1
202510;Emilia-Romagna;15595,503;81,25;BTA6;N;3
202510;Emilia-Romagna;14708,045;85,0;BTIP;N;1
202510;Emilia-Romagna;8860,198;85,7;BTA6;N;1
202510;Emilia-Romagna;39325,38;86,0;MTA1;N;3
202510;Emilia-Romagna;6638,814;88,4;MTA1;N/A;1
202510;Emilia-Romagna;6965,522;88,5;BTA6;N;1
202510;Emilia-Romagna;4138496,926;90,0;BTA6;N/A;471
202510;Emilia-Romagna;162807,422;90,0;MTA1;N/A;21
202510;Emilia-Romagna;15,532;90,0;MTIP;N/A;1
202510;Emilia-Romagna;13407,57;92,5;BTA6;N;1
202510;Emilia-Romagna;19521,947;93,0;MTA1;N/A;2
202510;Emilia-Romagna;6032,763;93,7;BTA6;N;1
202510;Emilia-Romagna;256811,144;94,0;BTA6;N/A;25
202510;Emilia-Romagna;32790,148;94,5;BTA6;N;2
202510;Emilia-Romagna;598,397;96,3;BTA6;N;1
202510;Emilia-Romagna;365806,839;97,0;BTA6;N;28
202510;Emilia-Romagna;1823927,667;99,0;BTA6;N/A;180
202510;Emilia-Romagna;4916,811;99,5;BTA6;N;3
202510;Emilia-Romagna;9092,078;99,8;BTA6;N;6
202510;Emilia-Romagna;2921,857;100,0;ALTA;N/A;1
202510;Emilia-Romagna;21042,202;100,0;BTIP;N/A;2
202510;Emilia-Romagna;14928,923;100,0;TD;N;2
202510;Emilia-Romagna;88189,063;101,0;BTA6;N/A;12
202510;Emilia-Romagna;0,083;102,0;BTIP;N;1
202510;Emilia-Romagna;3831,52;102,0;BTVE;N/A;1
202510;Emilia-Romagna;10192,078;103,5;BTA6;N;1
202510;Emilia-Romagna;149069,194;104,0;BTA6;N/A;11
202510;Emilia-Romagna;235861,625;105,0;MTA2;N;19
202510;Emilia-Romagna;11455,62;105,8;BTA6;N/A;1
202510;Emilia-Romagna;163639,747;106,0;MTA2;N;9
202510;Emilia-Romagna;5512,219;106,3;MTA2;N/A;1
202510;Emilia-Romagna;399427,205;107,0;BTA6;N;29
202510;Emilia-Romagna;333984,575;109,0;BTA6;N;19
202510;Emilia-Romagna;745852,447;110,0;BTA6;N/A;79
202510;Emilia-Romagna;40293,701;112,0;MTA2;N;7
202510;Emilia-Romagna;197584,673;112,5;BTA6;N/A;30
202510;Emilia-Romagna;13165,442;114,0;MTA2;N;3
202510;Emilia-Romagna;23662,46;114,0;MTA2;N/A;2
202510;Emilia-Romagna;52702,044;115,0;MTA2;N/A;3
202510;Emilia-Romagna;9824,72;116,0;MTA2;N;3
202510;Emilia-Romagna;107590,495;117,0;BTA6;N/A;9
202510;Emilia-Romagna;16904,505;118,75;MTA2;N;1
202510;Emilia-Romagna;32004,253;118,8;BTA6;N/A;4
202510;Emilia-Romagna;3698124,557;120,0;BTA6;N;289
202510;Emilia-Romagna;462341,67;120,0;MTA2;N;52
202510;Emilia-Romagna;14194,474;121,0;MTA2;N;2
202510;Emilia-Romagna;172972,192;122,0;BTA6;N/A;9
202510;Emilia-Romagna;20001,243;124,0;MTA2;N;3
202510;Emilia-Romagna;1861506,716;125,0;BTA6;N;162
202510;Emilia-Romagna;22206,304;127,5;BTA6;N;4
202510;Emilia-Romagna;13061,675;127,8;BTA6;N/A;1
202510;Emilia-Romagna;52091,954;129,0;MTA2;N/A;2
202510;Emilia-Romagna;3341,25;131,3;BTA6;N/A;1
202510;Emilia-Romagna;823762,059;132,0;BTA6;N;60
202510;Emilia-Romagna;577611,508;132,0;MTA2;N;43
202510;Emilia-Romagna;1351,872;132,3;BTA6;N/A;1
202510;Emilia-Romagna;23793,425;133,0;MTA2;N;1
202510;Emilia-Romagna;39939,392;137,0;MTA2;N;7
202510;Emilia-Romagna;3289,702;137,5;BTA6;N/A;2
202510;Emilia-Romagna;4450,86;139,7;BTA6;N;1
202510;Emilia-Romagna;936334,631;140,0;BTA6;N/A;61
202510;Emilia-Romagna;10010,055;143,75;BTA6;N;1
202510;Emilia-Romagna;29189,231;145,0;MTIP;N;1
202510;Emilia-Romagna;7860,732;145,5;MTA2;N;1
202510;Emilia-Romagna;93493,098;147,0;BTA6;N/A;5
202510;Emilia-Romagna;26552,143;150,0;MTIP;N;1
202510;Emilia-Romagna;37391,355;150,0;RIU;N/A;1
202510;Emilia-Romagna;89218,975;154,0;MTA2;N/A;3
202510;Emilia-Romagna;1581796,021;155,0;MTA2;N/A;82
202510;Emilia-Romagna;91005,227;158,0;BTA6;N/A;2
202510;Emilia-Romagna;51996,348;158,0;MTA2;N;2
202510;Emilia-Romagna;41001,425;158,0;MTA2;N/A;3
202510;Emilia-Romagna;17380,331;158,0;MTIP;N;1
202510;Emilia-Romagna;728214,609;160,0;MTA2;N/A;33
202510;Emilia-Romagna;71590,092;166,0;BTA6;N/A;4
202510;Emilia-Romagna;51708,694;173,0;BTA6;N/A;3
202510;Emilia-Romagna;641847,114;175,0;MTA2;N;31
202510;Emilia-Romagna;87679,119;176,0;MTA2;N/A;3
202510;Emilia-Romagna;31046,268;180,0;RIU;N/A;1
202510;Emilia-Romagna;177838,815;182,0;BTA6;N;11
202510;Emilia-Romagna;145216,345;184,0;BTA6;N;4
202510;Emilia-Romagna;75726,843;185,0;MTA2;N/A;2
202510;Emilia-Romagna;154404,913;187,0;MTA2;N;5
202510;Emilia-Romagna;0,0;200,0;ALTA;N/A;1
202510;Emilia-Romagna;55114,757;201,0;BTA6;N/A;1
202510;Emilia-Romagna;54023,811;202,0;BTA6;N;2
202510;Emilia-Romagna;125500,447;202,0;MTA2;N/A;2
202510;Emilia-Romagna;123610,558;205,0;MTA2;N/A;4
202510;Emilia-Romagna;233789,38;206,0;MTA2;N/A;8
202510;Emilia-Romagna;216053,656;207,0;BTA6;N;5
202510;Emilia-Romagna;12429,208;212,5;BTA6;N;1
202510;Emilia-Romagna;84499,062;213,4;BTA6;N;1
202510;Emilia-Romagna;45069,486;215,0;BTA6;N/A;1
202510;Emilia-Romagna;19445,84;218,7;MTA2;N;2
202510;Emilia-Romagna;11517,344;220,0;RIU;N/A;1
202510;Emilia-Romagna;201016,912;224,0;MTA2;N/A;10
202510;Emilia-Romagna;497930,611;225,0;MTA2;N;27
202510;Emilia-Romagna;214857,235;236,0;MTA2;N;5
202510;Emilia-Romagna;93432,706;237,0;MTA2;N/A;2
202510;Emilia-Romagna;242343,71;239,0;MTA2;N;5
202510;Emilia-Romagna;8777,588;242,0;BTA6;N/A;1
202510;Emilia-Romagna;144191,203;244,0;MTA2;N/A;6
202510;Emilia-Romagna;51938,058;247,0;MTA2;N/A;2
202510;Emilia-Romagna;106833,15;248,0;MTA2;N;4
202510;Emilia-Romagna;153624,466;249,0;MTA2;N;4
